,AREA,INT_SQFT,N_BEDROOM,N_BATHROOM,N_ROOM,PARK_FACIL,BUILDTYPE,UTILITY_AVAIL,STREET,MZZONE,SALES_PRICE,AGE_YEARS
5675,2,1093,1,1,3,0,2,1,1,6,9652510,18
5676,3,1683,2,1,4,0,2,0,1,2,8581000,30
5677,1,1165,1,1,3,1,1,0,1,0,7605945,23
5678,2,1083,1,1,3,0,0,1,1,6,13129250,39
5679,4,2004,3,2,5,0,1,2,1,5,10047540,17
5680,2,1102,1,1,3,1,1,0,1,5,8911850,30
5681,3,1565,2,1,4,1,0,2,2,2,13874910,38
5682,6,1938,2,1,5,0,1,1,0,5,12798530,19
5683,3,1615,2,1,4,0,1,0,2,4,9003860,8
5684,0,746,1,1,2,1,0,2,1,6,9029500,38
5685,2,824,1,1,3,1,0,1,0,5,11570100,6
5686,4,2432,4,2,6,1,2,1,2,5,13902360,16
5687,0,645,1,1,2,0,0,1,2,5,7575500,34
5688,3,1850,3,2,5,1,2,1,0,1,9150230,18
5689,4,1985,3,2,5,0,1,1,2,4,9893420,20
5690,0,1031,1,1,3,1,1,0,2,2,7121000,14
5691,3,1604,2,1,4,0,1,1,1,0,6334300,30
5692,1,640,1,1,2,1,0,0,0,2,8739135,29
5693,5,1666,1,1,4,1,2,0,0,5,13390780,19
5694,0,770,1,1,2,1,0,1,1,1,6386750,49
5695,6,1815,2,1,5,1,0,1,1,5,21165570,11
5696,4,2203,3,2,5,1,0,2,1,5,18055240,22
5697,0,1194,1,1,3,0,1,1,2,4,6501500,34
5698,3,1832,3,2,5,0,2,2,2,6,12583340,12
5699,0,639,1,1,2,0,0,1,2,4,7112250,27
5700,5,1638,1,1,4,0,1,1,0,5,10983530,19
5701,3,1800,2,1,4,0,0,0,2,6,15728210,27
5702,0,909,1,1,3,1,0,2,1,6,10578000,16
5703,0,1184,1,1,3,1,1,2,2,5,8425000,36
5704,3,1803,3,2,5,1,1,1,2,5,11541320,31
5705,2,713,1,1,2,0,1,1,2,6,7865000,24
5706,3,1624,2,1,4,1,1,2,0,0,7269300,20
5707,1,1077,1,1,3,1,2,2,2,2,9801720,28
5708,4,1729,2,1,4,0,1,1,2,4,8896740,26
5709,2,1065,1,1,3,0,0,1,2,4,12311250,10
5710,5,1671,1,1,4,1,1,1,0,5,12256520,26
5711,0,510,1,1,2,1,2,1,1,6,6583500,42
5712,1,1181,1,1,3,0,1,2,0,4,8557760,24
5713,2,758,1,1,2,0,0,1,1,4,9440800,16
5714,4,2156,3,2,5,1,2,1,1,5,12558620,14
5715,4,2004,3,2,5,1,1,1,1,6,12074700,25
5716,2,1067,1,1,3,1,1,0,1,4,8299100,26
5717,2,1085,1,1,3,0,1,2,1,5,8434850,23
5718,1,1064,1,1,3,0,0,1,2,6,14038465,11
5719,2,739,1,1,2,0,0,2,0,6,9729650,22
5720,5,1829,2,1,5,1,1,1,1,4,12627130,29
5721,6,1637,1,1,4,1,1,1,0,6,11905180,43
5722,1,763,1,1,2,0,2,1,2,5,8182525,35
5723,1,1138,1,1,3,0,1,1,1,2,7704145,23
5724,5,1724,1,1,4,1,1,1,2,5,12952940,22
5725,2,1017,1,1,3,1,2,1,0,5,9255790,13
5726,0,732,1,1,2,0,2,0,1,1,3974000,50
5727,3,1926,3,2,5,0,2,0,1,2,9477620,41
5728,2,958,1,1,3,0,2,1,2,5,9318660,24
5729,3,1938,3,2,5,0,2,2,0,1,8328830,43
5730,0,1362,2,2,4,0,2,0,1,6,8358250,38
5731,3,1627,2,1,4,0,2,2,0,2,8748900,15
5732,0,737,1,1,2,0,1,1,2,5,6030000,34
5733,2,726,1,1,2,0,0,2,2,6,11227800,19
5734,4,2189,3,2,5,1,1,1,1,4,11132540,16
5735,1,890,1,1,3,1,0,1,0,4,11045865,31
5736,2,810,1,1,3,0,1,1,0,6,7561350,8
5737,0,1592,2,2,4,1,1,1,0,0,6433250,7
5738,1,1245,2,2,4,0,2,0,1,0,8352235,9
5739,4,1479,2,1,4,0,0,1,2,5,13025840,21
5740,2,1259,2,1,4,1,2,1,2,6,12017530,34
5741,4,2042,3,2,5,1,2,2,1,5,12386540,15
5742,0,663,1,1,2,1,0,2,2,6,9938250,27
5743,4,2439,4,2,6,1,2,2,1,5,13774720,6
5744,6,1888,2,1,5,1,2,0,0,6,14042030,42
5745,0,1655,2,2,4,1,0,2,0,2,11697500,26
5746,1,1197,1,1,3,1,2,1,0,0,8116035,28
5747,1,966,1,1,3,1,0,1,0,5,12584475,5
5748,0,807,1,1,2,0,2,1,0,1,3953125,31
5749,2,862,1,1,3,1,0,1,1,5,11637200,15
5750,3,1625,2,1,4,0,0,2,0,5,14013210,13
5751,2,1143,1,1,3,0,0,2,1,4,12525300,22
5752,2,967,1,1,3,1,0,0,2,6,14064400,12
5753,2,1168,1,1,3,1,0,0,1,4,13063900,38
5754,3,1744,2,1,4,0,0,1,0,6,15120240,7
5755,3,1966,3,2,5,0,2,2,2,4,11354230,13
5756,3,1722,2,1,4,1,2,1,0,5,10728940,17
5757,3,1541,2,1,4,1,2,2,1,0,7851840,52
5758,4,1409,2,1,4,0,1,1,1,5,8545660,23
5759,4,1936,3,2,5,1,0,2,1,5,16549820,11
5760,4,2474,4,2,6,0,2,1,2,5,12913500,11
5761,2,1217,2,1,4,0,1,1,1,5,8829350,37
5762,2,1057,1,1,3,1,0,1,2,5,13875150,29
5763,2,955,1,1,3,0,0,0,2,6,12610500,22
5764,6,1608,1,1,4,1,0,1,0,6,19359180,38
5765,2,1010,1,1,3,0,1,2,0,5,7368100,37
5766,2,1170,1,1,3,0,0,1,2,6,14029100,34
5767,0,982,1,1,3,1,2,1,1,0,5028250,44
5768,0,763,1,1,2,0,1,1,1,6,6321500,27
5769,1,778,1,1,2,0,1,0,1,2,5856595,33
5770,0,1502,2,2,4,1,1,1,1,2,7825250,19
5771,1,1110,1,1,3,1,2,1,0,6,10708380,11
5772,2,759,1,1,2,0,2,2,0,6,7372180,29
5773,5,1789,1,1,4,1,0,1,2,6,21512830,34
5774,3,1884,3,2,5,1,0,0,0,5,15533370,20
5775,2,1181,1,1,3,1,2,0,2,5,11371920,9
5776,4,1567,2,1,4,0,2,1,2,6,10388980,12
5777,0,686,1,1,2,0,1,1,0,5,4762750,37
5778,3,1630,2,1,4,0,2,2,0,4,8689410,23
5779,4,1503,2,1,4,1,1,1,2,6,10790620,10
5780,3,1754,2,1,4,1,2,2,1,5,11481960,18
5781,0,1299,1,1,3,0,0,0,1,1,8259750,49
5782,2,983,1,1,3,1,2,2,0,5,9346410,30
5783,6,1708,1,1,4,1,0,0,2,6,20841430,34
5784,2,1230,2,1,4,1,0,1,2,5,15118500,22
5785,3,1760,2,1,4,1,0,0,2,1,15202400,5
5786,2,1180,1,1,3,1,1,1,1,4,8628250,39
5787,6,1915,2,1,5,1,2,1,1,6,15486610,38
5788,0,1533,2,2,4,0,0,1,0,6,11377000,47
5789,0,534,1,1,2,0,2,2,2,4,5378000,29
5790,4,1404,2,1,4,1,1,2,2,6,10334640,22
5791,2,949,1,1,3,1,1,0,0,4,7774950,13
5792,3,1876,3,2,5,0,1,1,0,5,9235150,15
5793,2,753,1,1,2,1,1,2,2,6,9266600,39
5794,2,993,1,1,3,1,1,1,0,6,9404600,20
5795,0,1257,1,1,3,0,1,2,2,2,6771500,8
5796,2,1280,2,1,4,1,0,1,1,6,15311500,26
5797,4,1337,2,1,4,1,1,2,2,4,9389920,16
5798,4,2325,4,2,6,0,1,2,1,6,11948440,22
5799,3,1946,3,2,5,1,2,1,0,6,12129270,21
5800,5,1719,1,1,4,1,1,1,1,4,11681650,45
5801,3,1636,2,1,4,1,0,1,2,5,15224290,37
5802,2,1264,2,1,4,1,0,2,1,5,15490850,23
5803,0,780,1,1,2,1,0,1,1,2,7608500,30
5804,4,2178,3,2,5,0,0,2,1,6,17268380,29
5805,0,1232,1,1,3,1,2,1,0,4,7500750,25
5806,0,762,1,1,2,0,1,1,0,1,3608250,23
5807,6,1934,2,1,5,1,1,1,1,5,14019480,8
5808,1,978,1,1,3,0,0,1,1,0,10283690,26
5809,4,2248,4,2,6,0,1,1,2,4,11109840,22
5810,5,1991,2,1,5,0,0,0,1,4,21350340,12
5811,0,573,1,1,2,1,1,2,0,5,5582500,32
5812,4,2496,4,2,6,1,0,2,2,5,20231160,27
5813,4,1931,3,2,5,0,2,1,2,4,10770140,16
5814,0,652,1,1,2,0,1,1,2,1,4664500,6
5815,2,770,1,1,2,1,1,1,1,5,8086750,12
5816,0,1323,1,1,3,0,0,2,1,4,10049250,30
5817,4,2180,3,2,5,0,2,1,1,5,11237140,26
5818,4,2458,4,2,6,0,0,1,1,5,18763360,28
5819,3,1684,2,1,4,1,1,0,2,2,10088120,16
5820,5,1556,1,1,4,0,0,2,0,6,18286600,5
5821,0,526,1,1,2,1,0,1,0,5,6956750,13
5822,2,714,1,1,2,1,0,0,0,6,10312400,36
5823,0,748,1,1,2,0,0,1,0,2,5699500,34
5824,1,635,1,1,2,0,0,1,0,0,6036800,40
5825,2,1137,1,1,3,1,2,0,1,5,10145540,19
5826,0,1132,1,1,3,1,1,1,0,5,7387000,16
5827,5,1804,2,1,5,1,2,0,0,4,13073340,21
5828,4,2327,4,2,6,0,1,2,1,5,11494940,17
5829,4,1966,3,2,5,1,2,1,2,5,12383920,20
5830,0,552,1,1,2,0,0,0,1,5,6624750,21
5831,4,1862,3,2,5,0,0,1,2,4,15087520,16
5832,3,1640,2,1,4,1,1,0,1,6,10295890,37
5833,2,1232,2,1,4,1,0,2,0,6,15414900,14
5834,2,799,1,1,2,1,2,1,2,4,8172980,32
5835,0,1114,1,1,3,0,2,1,1,1,5360500,25
5836,0,1444,2,2,4,0,1,2,1,2,6613250,35
5837,4,2369,4,2,6,1,1,1,2,5,13250400,9
5838,0,1642,2,2,4,0,0,1,1,6,12829750,41
5839,2,771,1,1,2,0,0,1,2,5,10724600,8
5840,3,1595,2,1,4,1,1,2,2,1,9524080,13
5841,6,1766,1,1,4,1,0,0,0,6,20283340,37
5842,3,1692,2,1,4,1,2,0,2,1,9427130,24
5843,6,1827,2,1,5,1,0,1,1,5,21340820,35
5844,2,1256,2,1,4,0,1,0,1,4,8547800,11
5845,3,1892,3,2,5,0,1,1,2,5,10412770,45
5846,6,1541,1,1,4,1,0,1,1,5,18197010,32
5847,1,798,1,1,2,0,2,0,1,2,6350490,26
5848,3,1845,3,2,5,1,2,2,2,1,10104040,52
5849,5,1519,1,1,4,0,2,1,2,5,12336310,32
5850,1,950,1,1,3,1,1,0,2,6,10978335,9
5851,0,910,1,1,3,0,1,1,1,5,6721750,5
5852,0,828,1,1,2,0,2,2,0,6,7031000,22
5853,5,1551,1,1,4,0,1,1,2,6,11925160,32
5854,2,831,1,1,3,1,2,2,1,6,9732220,17
5855,2,1196,1,1,3,0,0,1,1,4,12787100,10
5856,0,1589,2,2,4,0,1,1,2,2,7242250,40
5857,5,1874,2,1,5,1,1,2,2,5,14635980,28
5858,6,1867,2,1,5,1,0,1,0,5,20581260,33
5859,6,1909,2,1,5,1,0,2,0,4,20600300,15
5860,1,672,1,1,2,0,2,1,0,0,4456285,19
5861,5,1997,2,1,5,0,0,1,2,5,21744380,23
5862,5,1700,1,1,4,0,2,1,2,5,13342960,22
5863,4,1934,3,2,5,1,0,2,1,4,16063820,20
5864,5,1716,1,1,4,0,0,2,2,4,19151250,5
5865,2,736,1,1,2,0,0,2,0,4,8817800,32
5866,3,1505,2,1,4,0,2,2,1,2,8239330,39
5867,1,689,1,1,2,1,2,0,1,1,6946275,4
5868,2,862,1,1,3,0,2,1,0,5,7215190,39
5869,0,1320,1,1,3,1,2,1,0,4,7774000,27
5870,4,2300,4,2,6,0,2,2,2,4,12369320,16
5871,3,1697,2,1,4,0,2,0,2,1,8632400,35
5872,4,2178,3,2,5,0,1,1,2,5,10917620,11
5873,2,1229,2,1,4,0,1,1,2,5,10107150,4
5874,6,1549,1,1,4,0,0,0,1,4,16686780,44
5875,3,1911,3,2,5,0,1,1,1,0,8051490,7
5876,5,1654,1,1,4,0,2,0,1,6,12493450,38
5877,2,1224,2,1,4,0,1,1,1,6,9598800,23
5878,0,927,1,1,3,0,0,1,0,0,5644750,25
5879,2,1166,1,1,3,0,0,2,2,6,14849300,14
5880,1,900,1,1,3,1,1,1,1,5,9789995,12
5881,6,1924,2,1,5,0,2,0,1,4,13708870,5
5882,3,1527,2,1,4,0,0,1,1,1,11709470,15
5883,3,1773,2,1,4,0,1,0,1,1,7840470,16
5884,4,2187,3,2,5,1,0,1,2,4,17735560,18
5885,3,1574,2,1,4,1,0,2,1,4,13737660,47
5886,4,2235,4,2,6,1,0,1,1,5,18257260,13
5887,2,776,1,1,2,1,0,2,2,5,11711950,17
5888,1,1030,1,1,3,1,0,1,1,5,13840875,25
5889,2,791,1,1,2,1,2,0,0,6,8747420,5
5890,5,1600,1,1,4,0,0,1,1,5,18127850,34
5891,2,1270,2,1,4,0,1,1,1,4,8572850,18
5892,2,1150,1,1,3,0,2,1,1,4,8882750,14
5893,4,2369,4,2,6,1,0,1,1,6,19436960,28
5894,5,1814,2,1,5,1,0,2,0,5,20421310,23
5895,6,1925,2,1,5,0,0,0,2,6,22499550,14
5896,0,1217,1,1,3,1,1,1,0,0,5710250,4
5897,5,1668,1,1,4,0,1,0,1,4,10839370,21
5898,3,1668,2,1,4,1,2,2,2,4,10249920,50
5899,0,1435,2,2,4,1,0,1,1,2,10813000,40
5900,1,762,1,1,2,0,2,0,1,4,7283940,35
5901,3,1816,3,2,5,0,2,1,1,2,9423970,26
5902,2,1255,2,1,4,0,1,0,2,6,10222950,36
5903,4,2011,3,2,5,1,2,2,2,5,12914980,28
5904,3,1874,3,2,5,1,0,2,0,1,14057920,26
5905,3,1743,2,1,4,0,0,1,1,0,12498160,17
5906,5,1545,1,1,4,1,0,1,0,6,19030440,22
5907,2,782,1,1,2,1,0,1,1,6,11934800,8
5908,0,1349,2,2,4,1,2,2,1,0,7141125,5
5909,4,2443,4,2,6,0,1,2,1,5,11734800,20
5910,4,1696,2,1,4,1,1,1,1,4,9719120,16
5911,3,1727,2,1,4,0,0,1,2,1,13281650,50
5912,2,813,1,1,3,1,1,0,2,6,9512350,33
5913,5,1998,2,1,5,1,0,2,0,5,22401070,5
5914,4,1961,3,2,5,1,2,1,1,6,12616740,16
5915,4,2298,4,2,6,0,2,1,1,6,12631140,29
5916,0,1544,2,2,4,0,0,2,2,6,13846250,10
5917,5,1930,2,1,5,0,0,1,0,6,20695180,19
5918,1,642,1,1,2,1,1,1,2,4,8121150,10
5919,2,1066,1,1,3,0,0,2,0,4,11205450,19
5920,5,1673,1,1,4,1,2,0,2,6,14702890,40
5921,5,1829,2,1,5,1,1,1,0,6,13177330,33
5922,0,616,1,1,2,0,0,0,2,4,6805500,30
5923,1,713,1,1,2,0,2,1,2,2,7148255,37
5924,2,838,1,1,3,0,2,1,2,5,8371810,25
5925,3,1804,3,2,5,1,0,2,0,2,14524030,8
5926,5,1840,2,1,5,1,2,0,0,5,13802880,29
5927,1,876,1,1,3,1,2,0,0,2,7945255,17
5928,0,1213,1,1,3,0,2,1,1,4,6628625,35
5929,3,1541,2,1,4,0,1,2,0,0,5574400,45
5930,0,1401,2,2,4,0,1,2,1,5,7900250,41
5931,3,1637,2,1,4,0,2,1,1,2,8621960,18
5932,2,1299,2,1,4,1,1,1,2,6,11845200,4
5933,0,1160,1,1,3,0,0,1,1,5,9516250,43
5934,2,770,1,1,2,1,1,1,1,6,8558000,11
5935,0,1496,2,2,4,1,1,2,1,6,9789500,22
5936,2,911,1,1,3,1,2,0,1,4,8383570,14
5937,6,1763,1,1,4,1,1,2,1,4,12136090,31
5938,2,858,1,1,3,1,2,0,2,4,8905710,19
5939,3,1943,3,2,5,0,0,0,2,2,15165030,28
5940,3,1920,3,2,5,0,2,1,0,2,8905640,52
5941,0,672,1,1,2,1,1,1,0,4,5623500,18
5942,2,912,1,1,3,1,2,1,2,5,9962690,7
5943,0,584,1,1,2,1,0,2,0,1,5109750,44
5944,4,2222,4,2,6,1,0,2,2,5,18726320,5
5945,5,1939,2,1,5,1,0,0,0,5,21198330,28
5946,0,1420,2,2,4,0,2,1,2,1,7132750,6
5947,5,1993,2,1,5,1,1,0,1,5,13575070,36
5948,6,1818,2,1,5,1,1,1,0,6,13267610,28
5949,0,1459,2,2,4,1,0,2,1,0,9605500,50
5950,3,1889,3,2,5,1,1,1,1,0,8941450,20
5951,2,1155,1,1,3,1,1,1,0,6,9784500,18
5952,5,1707,1,1,4,1,0,2,2,4,20399250,25
5953,1,896,1,1,3,0,1,1,2,0,6226140,16
5954,3,1972,3,2,5,0,1,1,0,6,10282630,14
5955,3,1506,2,1,4,1,1,2,0,4,8202120,41
5956,2,868,1,1,3,1,1,0,2,5,8634900,37
5957,5,1661,1,1,4,1,0,1,0,4,18792260,18
5958,2,962,1,1,3,1,0,1,1,4,12288650,15
5959,4,1609,2,1,4,1,2,1,2,6,11311420,22
5960,2,1250,2,1,4,1,1,1,2,4,10236350,4
5961,5,1796,1,1,4,1,2,1,2,4,13800280,44
5962,0,909,1,1,3,0,2,1,1,4,5844625,27
5963,3,1930,3,2,5,0,2,0,2,6,11853530,44
5964,5,2000,2,1,5,0,0,1,2,4,21336660,22
5965,1,949,1,1,3,1,2,1,0,0,6620420,27
5966,5,1639,1,1,4,0,0,1,2,4,17976550,39
5967,2,923,1,1,3,1,1,0,0,5,7681650,38
5968,0,502,1,1,2,0,0,1,1,2,5358500,18
5969,3,1511,2,1,4,1,1,0,2,5,10369970,16
5970,1,873,1,1,3,1,0,1,1,5,12590580,12
5971,4,2155,3,2,5,0,1,2,2,5,11217480,24
5972,1,647,1,1,2,1,1,1,1,2,7204440,16
5973,2,934,1,1,3,1,2,1,0,6,9387330,21
5974,4,2251,4,2,6,1,1,2,1,6,12992320,26
5975,0,670,1,1,2,1,1,0,0,1,4513000,20
5976,0,1343,2,2,4,0,0,0,0,0,7585000,36
5977,2,1021,1,1,3,1,0,1,0,5,12605100,18
5978,0,882,1,1,2,0,0,1,0,1,5447000,48
5979,3,1573,2,1,4,0,1,1,0,4,8024600,20
5980,5,1979,2,1,5,0,0,1,0,4,20203750,20
5981,6,1926,2,1,5,0,0,2,0,6,21006920,31
5982,0,1347,2,2,4,0,1,1,0,5,6374000,49
5983,6,1760,1,1,4,1,0,0,1,4,19430380,28
5984,4,1776,2,1,4,1,0,1,1,4,15140080,24
5985,2,1037,1,1,3,1,1,1,1,6,9966200,12
5986,0,1365,2,2,4,1,2,2,1,1,7729875,6
5987,0,1179,1,1,3,0,0,1,0,6,10175500,14
5988,5,1514,1,1,4,1,2,0,1,4,11978250,9
5989,2,1103,1,1,3,1,0,1,0,6,13622050,11
5990,2,878,1,1,3,0,2,1,2,6,8960460,36
5991,5,1571,1,1,4,0,0,0,1,5,17542930,33
5992,3,1502,2,1,4,0,2,0,1,2,7489210,53
5993,3,1737,2,1,4,0,2,1,0,0,7688390,7
5994,0,1252,1,1,3,1,2,0,2,6,9951000,10
5995,0,1584,2,2,4,1,1,1,1,0,6972000,28
5996,5,1658,1,1,4,0,2,0,1,6,12547180,42
5997,5,1833,2,1,5,1,0,0,2,6,21926630,28
5998,2,1057,1,1,3,1,1,1,2,6,10186950,33
5999,0,871,1,1,2,0,2,0,0,6,6491375,19
6000,2,844,1,1,3,0,2,1,0,5,7676730,19
6001,5,1741,1,1,4,0,0,1,2,6,20560910,33
6002,4,2497,4,2,6,1,2,2,2,5,14367780,22
6003,0,1265,1,1,3,0,1,1,0,5,6927750,11
6004,5,1769,1,1,4,1,2,0,2,6,15502160,21
6005,6,1902,2,1,5,1,2,1,0,4,13780420,27
6006,4,1895,3,2,5,0,0,1,2,6,16234440,22
6007,4,1531,2,1,4,1,0,2,2,4,13926940,16
6008,3,1838,3,2,5,0,2,0,2,2,9660660,53
6009,1,1288,2,2,4,0,1,2,2,5,10621695,13
6010,5,1738,1,1,4,0,2,2,1,6,13104880,42
6011,0,1010,1,1,3,1,0,1,0,0,6787250,43
6012,1,909,1,1,3,0,0,2,1,0,9812105,7
6013,3,1635,2,1,4,1,0,0,0,4,13836800,35
6014,0,744,1,1,2,0,2,1,2,2,5236000,48
6015,0,945,1,1,3,0,1,1,1,1,4941000,17
6016,2,1063,1,1,3,1,1,0,2,6,10072650,30
6017,5,1823,2,1,5,0,0,1,0,5,19103360,42
6018,4,1358,2,1,4,0,2,1,2,5,9324040,14
6019,3,1870,3,2,5,0,1,2,2,0,8543280,28
6020,2,1207,2,1,4,0,2,2,1,4,8929340,33
6021,5,1892,2,1,5,0,2,2,0,4,13082710,5
6022,3,1857,3,2,5,0,2,2,2,4,10738570,31
6023,1,1296,2,2,4,1,2,2,0,6,11651505,27
6024,2,1012,1,1,3,1,1,1,1,4,8331850,27
6025,2,733,1,1,2,0,1,2,2,4,7319850,23
6026,0,1224,1,1,3,1,0,2,1,6,11543250,35
6027,3,1587,2,1,4,0,2,0,1,1,7299610,52
6028,2,858,1,1,3,0,2,0,1,6,8617960,17
6029,2,830,1,1,3,1,0,1,1,6,11842250,39
6030,3,1665,2,1,4,0,1,1,0,4,7516880,44
6031,1,1003,1,1,3,1,0,0,2,1,12344390,26
6032,2,867,1,1,3,1,2,0,1,6,9455790,28
6033,2,1081,1,1,3,1,2,2,2,5,10908570,3
6034,3,1976,3,2,5,1,0,0,0,4,15256080,49
6035,2,1118,1,1,3,0,1,2,2,4,8688350,37
6036,0,1283,1,1,3,0,2,1,2,5,8177125,34
6037,2,889,1,1,3,1,0,1,1,4,11546650,23
6038,4,2236,4,2,6,1,2,1,1,5,12734420,24
6039,4,2113,3,2,5,0,0,1,2,4,16129140,17
6040,6,1843,2,1,5,0,0,0,2,5,20889760,33
6041,4,1795,3,2,5,1,2,1,1,5,11511100,10
6042,1,1070,1,1,3,0,1,1,1,4,7770395,33
6043,6,1545,1,1,4,0,0,2,0,5,16838870,31
6044,3,1700,2,1,4,1,0,0,0,5,14602040,22
6045,6,1511,1,1,4,0,2,1,2,5,12703130,10
6046,2,1104,1,1,3,0,2,1,0,5,8265980,14
6047,1,771,1,1,2,0,1,2,0,6,8358575,5
6048,4,1605,2,1,4,1,2,1,1,5,10918260,7
6049,5,1558,1,1,4,1,2,1,0,4,11950360,10
6050,4,1550,2,1,4,0,1,1,1,5,9084140,7
6051,2,853,1,1,3,1,0,1,0,5,11278550,17
6052,1,948,1,1,3,1,1,2,2,0,7168585,39
6053,0,942,1,1,3,1,1,1,2,0,5255750,41
6054,2,1102,1,1,3,0,1,1,1,5,8446600,27
6055,2,823,1,1,3,1,1,1,1,4,7791750,13
6056,6,1792,1,1,4,1,2,1,1,6,14993670,17
6057,2,871,1,1,3,1,2,0,1,5,8742520,30
6058,3,1644,2,1,4,1,1,2,0,0,7866010,23
6059,2,1081,1,1,3,1,1,1,1,4,8847900,10
6060,4,1759,2,1,4,0,1,1,2,6,10392560,18
6061,5,1611,1,1,4,1,2,1,2,6,14309040,27
6062,2,1138,1,1,3,1,2,1,2,4,10032310,27
6063,5,1886,2,1,5,1,0,0,0,4,20007810,18
6064,4,2207,3,2,5,0,1,1,2,4,10327100,24
6065,4,1678,2,1,4,0,0,2,1,4,13239280,24
6066,2,886,1,1,3,1,0,1,2,6,13510550,17
6067,5,1691,1,1,4,0,0,1,1,4,18132160,23
6068,1,1278,2,2,4,0,2,2,2,6,11818860,24
6069,6,1835,2,1,5,1,0,0,0,6,20990270,10
6070,5,1827,2,1,5,0,1,0,2,4,12184280,43
6071,0,922,1,1,3,1,0,1,1,0,6660500,42
6072,2,1207,2,1,4,0,0,1,0,6,13690650,30
6073,2,870,1,1,3,1,1,1,0,6,8169350,33
6074,3,1651,2,1,4,0,2,2,0,0,7102330,18
6075,1,846,1,1,3,0,0,1,1,0,8425520,27
6076,2,1085,1,1,3,0,0,1,1,6,12732500,37
6077,2,1166,1,1,3,1,0,2,1,5,14814550,12
6078,1,601,1,1,2,0,1,1,1,4,6059870,18
6079,0,711,1,1,2,0,1,1,1,2,4188750,47
6080,2,1005,1,1,3,1,2,1,0,4,8536600,9
6081,3,1554,2,1,4,0,1,0,2,2,8359690,12
6082,0,1245,1,1,3,1,0,1,0,5,10972000,28
6083,3,1783,2,1,4,1,2,2,1,5,11793060,28
6084,2,909,1,1,3,0,1,1,1,5,8083950,4
6085,2,1214,2,1,4,0,0,1,1,4,12840250,27
6086,3,1743,2,1,4,1,2,1,2,0,9392380,44
6087,2,1035,1,1,3,0,0,0,2,6,13223000,3
6088,6,1848,2,1,5,1,1,2,2,5,14328620,16
6089,3,1880,3,2,5,1,0,0,1,2,15189120,31
6090,6,1790,1,1,4,1,2,1,0,6,13715380,39
6091,2,862,1,1,3,1,0,1,2,6,13281200,4
6092,2,927,1,1,3,0,0,1,1,5,11316450,15
6093,2,1088,1,1,3,0,1,1,1,4,7525650,19
6094,0,1362,2,2,4,0,1,1,0,6,7413750,24
6095,6,1754,1,1,4,1,2,1,2,4,14008530,28
6096,2,1097,1,1,3,0,1,2,1,6,9349850,15
6097,1,1295,2,2,4,0,1,0,2,0,7527770,18
6098,3,1607,2,1,4,1,0,2,1,5,14962620,20
6099,0,1606,2,2,4,1,1,0,2,0,7629750,17
6100,0,1291,1,1,3,1,1,1,0,6,8096500,24
6101,4,1418,2,1,4,1,1,2,2,4,9354620,11
6102,4,1317,1,1,3,0,0,1,2,4,11548600,19
6103,5,1832,2,1,5,0,0,0,2,5,20686670,21
6104,1,993,1,1,3,1,1,0,2,0,7238630,21
6105,1,1153,1,1,3,0,1,2,2,5,9814930,21
6106,2,724,1,1,2,1,1,2,1,4,8052400,4
6107,4,1582,2,1,4,1,1,1,1,5,9866820,11
6108,0,1115,1,1,3,0,0,0,0,5,9161750,12
6109,1,1112,1,1,3,0,1,1,1,0,6076595,33
6110,0,1678,2,2,4,1,1,1,0,1,7001750,45
6112,3,1503,2,1,4,0,0,2,0,4,12089360,32
6113,4,2346,4,2,6,1,1,1,2,5,12814080,13
6114,0,839,1,1,2,0,0,1,1,1,6179750,33
6115,2,760,1,1,2,0,1,1,2,6,8523750,5
6116,0,1506,2,2,4,1,0,1,0,1,9940500,42
6117,3,1640,2,1,4,1,1,1,2,4,9975260,28
6118,0,896,1,1,3,1,2,1,1,4,6934500,30
6119,0,1409,2,2,4,1,2,1,1,4,8826875,8
6120,4,1633,2,1,4,0,2,1,1,5,9751820,28
6121,2,1139,1,1,3,1,0,1,1,5,14441850,15
6122,2,1101,1,1,3,1,0,1,0,6,13641050,35
6123,4,2396,4,2,6,1,1,1,1,6,12728180,19
6124,2,1119,1,1,3,1,1,1,2,6,10386800,36
6125,5,1857,2,1,5,1,2,2,1,6,15740140,28
6126,6,1886,2,1,5,1,1,2,2,4,13952630,14
6127,3,1692,2,1,4,0,1,2,2,5,10012960,22
6128,3,1655,2,1,4,1,0,0,0,4,13723030,9
6129,0,622,1,1,2,1,1,0,1,4,6034000,8
6130,3,1647,2,1,4,0,1,0,0,2,6866800,40
6131,1,1239,2,2,4,0,2,0,0,5,10009165,11
6132,4,1471,2,1,4,1,2,1,2,6,11350880,13
6133,4,1505,2,1,4,1,2,1,1,5,10005620,25
6135,1,693,1,1,2,0,2,1,2,1,6241800,20
6136,3,1852,3,2,5,0,1,1,0,2,7754200,44
6137,2,1191,1,1,3,1,0,1,1,4,13752850,7
6138,2,1061,1,1,3,1,2,0,1,6,10074070,38
6139,4,2493,4,2,6,0,2,1,1,4,12152660,9
6140,2,1015,1,1,3,0,1,1,1,4,7568500,9
6141,4,1911,3,2,5,0,1,2,1,6,10574160,18
6142,2,1287,2,1,4,0,1,1,2,5,9966350,12
6143,0,1576,2,2,4,1,1,0,1,6,9765250,14
